"sampleID","taxon_group","benthicArea","FFG","number","density","date","year","season","location","microhabitat","mon.precip","mon.ADD","mon.max.discharge","mon.median.discharge","depth","pH","wTemp","DO","light","flow","turb","cond","winter.sediment"
"01DRFA20.DFR","Calopterygidae",0.5,"prd",1,2,2020-09-18,2020,"Fall","Downstream","DFR",77.8,564.55,58.9,9.04,15.25,7.41,16.05,10.381053545,68.325220155,0.05655,12.75,193.35,2200
"01DRFA20.DFR","Chironomidae",0.5,"cg",69,138,2020-09-18,2020,"Fall","Downstream","DFR",77.8,564.55,58.9,9.04,15.25,7.41,16.05,10.381053545,68.325220155,0.05655,12.75,193.35,2200
"01DRFA20.DFR","Elmidae",0.5,"scr",40,80,2020-09-18,2020,"Fall","Downstream","DFR",77.8,564.55,58.9,9.04,15.25,7.41,16.05,10.381053545,68.325220155,0.05655,12.75,193.35,2200
"01DRFA20.DFR","Heptageniidae-cg",0.5,"cg",162,324,2020-09-18,2020,"Fall","Downstream","DFR",77.8,564.55,58.9,9.04,15.25,7.41,16.05,10.381053545,68.325220155,0.05655,12.75,193.35,2200
"01DRFA20.DFR","Heptageniidae-scr",0.5,"scr",130,260,2020-09-18,2020,"Fall","Downstream","DFR",77.8,564.55,58.9,9.04,15.25,7.41,16.05,10.381053545,68.325220155,0.05655,12.75,193.35,2200
"01DRFA20.DFR","Hydropsychidae",0.5,"cf",30,60,2020-09-18,2020,"Fall","Downstream","DFR",77.8,564.55,58.9,9.04,15.25,7.41,16.05,10.381053545,68.325220155,0.05655,12.75,193.35,2200
"01DRFA20.DFR","Isonychiidae",0.5,"cf",5,10,2020-09-18,2020,"Fall","Downstream","DFR",77.8,564.55,58.9,9.04,15.25,7.41,16.05,10.381053545,68.325220155,0.05655,12.75,193.35,2200
"01DRFA20.DFR","Leptophlebiidae",0.5,"cg",2,4,2020-09-18,2020,"Fall","Downstream","DFR",77.8,564.55,58.9,9.04,15.25,7.41,16.05,10.381053545,68.325220155,0.05655,12.75,193.35,2200
"01DRFA20.DFR","Limnephilidae",0.5,"sh",1,2,2020-09-18,2020,"Fall","Downstream","DFR",77.8,564.55,58.9,9.04,15.25,7.41,16.05,10.381053545,68.325220155,0.05655,12.75,193.35,2200
"01DRFA20.DFR","Nematomorpha",0.5,"prd",3,6,2020-09-18,2020,"Fall","Downstream","DFR",77.8,564.55,58.9,9.04,15.25,7.41,16.05,10.381053545,68.325220155,0.05655,12.75,193.35,2200
"01DRFA20.DFR","Perlidae",0.5,"prd",4,8,2020-09-18,2020,"Fall","Downstream","DFR",77.8,564.55,58.9,9.04,15.25,7.41,16.05,10.381053545,68.325220155,0.05655,12.75,193.35,2200
"01DRFA20.DFR","Philopotamidae",0.5,"cf",25,50,2020-09-18,2020,"Fall","Downstream","DFR",77.8,564.55,58.9,9.04,15.25,7.41,16.05,10.381053545,68.325220155,0.05655,12.75,193.35,2200
"01DRFA20.DFR","Planorbidae",0.5,"scr",5,10,2020-09-18,2020,"Fall","Downstream","DFR",77.8,564.55,58.9,9.04,15.25,7.41,16.05,10.381053545,68.325220155,0.05655,12.75,193.35,2200
"01DRFA20.DFR","Psephenidae",0.5,"scr",11,22,2020-09-18,2020,"Fall","Downstream","DFR",77.8,564.55,58.9,9.04,15.25,7.41,16.05,10.381053545,68.325220155,0.05655,12.75,193.35,2200
"01DRFA20.DFR","Sphaeriidae",0.5,"cf",2,4,2020-09-18,2020,"Fall","Downstream","DFR",77.8,564.55,58.9,9.04,15.25,7.41,16.05,10.381053545,68.325220155,0.05655,12.75,193.35,2200
"01DRFA20.DM","Apataniidae",0.5,"scr",3,6,2020-09-18,2020,"Fall","Downstream","DM",77.8,564.55,58.9,9.04,16.25,7.42,16.05,10.417611185,140.7991454,0.13595,12.45,195,2200
"01DRFA20.DM","Chironomidae",0.5,"cg",151,302,2020-09-18,2020,"Fall","Downstream","DM",77.8,564.55,58.9,9.04,16.25,7.42,16.05,10.417611185,140.7991454,0.13595,12.45,195,2200
"01DRFA20.DM","Dugesiidae",0.5,"prd",1,2,2020-09-18,2020,"Fall","Downstream","DM",77.8,564.55,58.9,9.04,16.25,7.42,16.05,10.417611185,140.7991454,0.13595,12.45,195,2200
"01DRFA20.DM","Elmidae",0.5,"scr",104,208,2020-09-18,2020,"Fall","Downstream","DM",77.8,564.55,58.9,9.04,16.25,7.42,16.05,10.417611185,140.7991454,0.13595,12.45,195,2200
"01DRFA20.DM","Empididae",0.5,"prd",6,12,2020-09-18,2020,"Fall","Downstream","DM",77.8,564.55,58.9,9.04,16.25,7.42,16.05,10.417611185,140.7991454,0.13595,12.45,195,2200
"01DRFA20.DM","Glossosomatidae",0.5,"scr",15,30,2020-09-18,2020,"Fall","Downstream","DM",77.8,564.55,58.9,9.04,16.25,7.42,16.05,10.417611185,140.7991454,0.13595,12.45,195,2200
"01DRFA20.DM","Heptageniidae-cg",0.5,"cg",87,174,2020-09-18,2020,"Fall","Downstream","DM",77.8,564.55,58.9,9.04,16.25,7.42,16.05,10.417611185,140.7991454,0.13595,12.45,195,2200
"01DRFA20.DM","Heptageniidae-scr",0.5,"scr",98,196,2020-09-18,2020,"Fall","Downstream","DM",77.8,564.55,58.9,9.04,16.25,7.42,16.05,10.417611185,140.7991454,0.13595,12.45,195,2200
"01DRFA20.DM","Hydropsychidae",0.5,"cf",465,930,2020-09-18,2020,"Fall","Downstream","DM",77.8,564.55,58.9,9.04,16.25,7.42,16.05,10.417611185,140.7991454,0.13595,12.45,195,2200
"01DRFA20.DM","Limnephilidae",0.5,"sh",1,2,2020-09-18,2020,"Fall","Downstream","DM",77.8,564.55,58.9,9.04,16.25,7.42,16.05,10.417611185,140.7991454,0.13595,12.45,195,2200
"01DRFA20.DM","Philopotamidae",0.5,"cf",178,356,2020-09-18,2020,"Fall","Downstream","DM",77.8,564.55,58.9,9.04,16.25,7.42,16.05,10.417611185,140.7991454,0.13595,12.45,195,2200
"01DRFA20.DM","Planorbidae",0.5,"scr",10,20,2020-09-18,2020,"Fall","Downstream","DM",77.8,564.55,58.9,9.04,16.25,7.42,16.05,10.417611185,140.7991454,0.13595,12.45,195,2200
"01DRFA20.DM","Psephenidae",0.5,"scr",9,18,2020-09-18,2020,"Fall","Downstream","DM",77.8,564.55,58.9,9.04,16.25,7.42,16.05,10.417611185,140.7991454,0.13595,12.45,195,2200
"01DRFA20.DM","Sphaeriidae",0.5,"cf",12,24,2020-09-18,2020,"Fall","Downstream","DM",77.8,564.55,58.9,9.04,16.25,7.42,16.05,10.417611185,140.7991454,0.13595,12.45,195,2200
"01DRFA20.DM","Thremmatidae",0.5,"scr",3,6,2020-09-18,2020,"Fall","Downstream","DM",77.8,564.55,58.9,9.04,16.25,7.42,16.05,10.417611185,140.7991454,0.13595,12.45,195,2200
"01DRFA20.DM","segmentedWorms",0.5,"cg",6,12,2020-09-18,2020,"Fall","Downstream","DM",77.8,564.55,58.9,9.04,16.25,7.42,16.05,10.417611185,140.7991454,0.13595,12.45,195,2200
"01DRFA20.DM","waterMites",0.5,"prd",3,6,2020-09-18,2020,"Fall","Downstream","DM",77.8,564.55,58.9,9.04,16.25,7.42,16.05,10.417611185,140.7991454,0.13595,12.45,195,2200
"01DRFA20.DSH","Apataniidae",0.5,"scr",2,4,2020-09-18,2020,"Fall","Downstream","DSH",77.8,564.55,58.9,9.04,11.25,7.395,16.1,10.548634375,31.83586653,0.18315,16.35,193.4,2200
"01DRFA20.DSH","Baetidae",0.5,"cg",2,4,2020-09-18,2020,"Fall","Downstream","DSH",77.8,564.55,58.9,9.04,11.25,7.395,16.1,10.548634375,31.83586653,0.18315,16.35,193.4,2200
"01DRFA20.DSH","Ceratopogonidae",0.5,"prd",1,2,2020-09-18,2020,"Fall","Downstream","DSH",77.8,564.55,58.9,9.04,11.25,7.395,16.1,10.548634375,31.83586653,0.18315,16.35,193.4,2200
"01DRFA20.DSH","Chironomidae",0.5,"cg",86,172,2020-09-18,2020,"Fall","Downstream","DSH",77.8,564.55,58.9,9.04,11.25,7.395,16.1,10.548634375,31.83586653,0.18315,16.35,193.4,2200
"01DRFA20.DSH","Elmidae",0.5,"scr",26,52,2020-09-18,2020,"Fall","Downstream","DSH",77.8,564.55,58.9,9.04,11.25,7.395,16.1,10.548634375,31.83586653,0.18315,16.35,193.4,2200
"01DRFA20.DSH","Empididae",0.5,"prd",2,4,2020-09-18,2020,"Fall","Downstream","DSH",77.8,564.55,58.9,9.04,11.25,7.395,16.1,10.548634375,31.83586653,0.18315,16.35,193.4,2200
"01DRFA20.DSH","Ephemerellidae",0.5,"scr",1,2,2020-09-18,2020,"Fall","Downstream","DSH",77.8,564.55,58.9,9.04,11.25,7.395,16.1,10.548634375,31.83586653,0.18315,16.35,193.4,2200
"01DRFA20.DSH","Glossosomatidae",0.5,"scr",1,2,2020-09-18,2020,"Fall","Downstream","DSH",77.8,564.55,58.9,9.04,11.25,7.395,16.1,10.548634375,31.83586653,0.18315,16.35,193.4,2200
"01DRFA20.DSH","Heptageniidae-cg",0.5,"cg",32,64,2020-09-18,2020,"Fall","Downstream","DSH",77.8,564.55,58.9,9.04,11.25,7.395,16.1,10.548634375,31.83586653,0.18315,16.35,193.4,2200
"01DRFA20.DSH","Heptageniidae-scr",0.5,"scr",59,118,2020-09-18,2020,"Fall","Downstream","DSH",77.8,564.55,58.9,9.04,11.25,7.395,16.1,10.548634375,31.83586653,0.18315,16.35,193.4,2200
"01DRFA20.DSH","Hydropsychidae",0.5,"cf",337,674,2020-09-18,2020,"Fall","Downstream","DSH",77.8,564.55,58.9,9.04,11.25,7.395,16.1,10.548634375,31.83586653,0.18315,16.35,193.4,2200
"01DRFA20.DSH","Isonychiidae",0.5,"cf",8,16,2020-09-18,2020,"Fall","Downstream","DSH",77.8,564.55,58.9,9.04,11.25,7.395,16.1,10.548634375,31.83586653,0.18315,16.35,193.4,2200
"01DRFA20.DSH","Leptoceridae",0.5,"cg",4,8,2020-09-18,2020,"Fall","Downstream","DSH",77.8,564.55,58.9,9.04,11.25,7.395,16.1,10.548634375,31.83586653,0.18315,16.35,193.4,2200
"01DRFA20.DSH","Leptoceridae",0.5,"prd",13,26,2020-09-18,2020,"Fall","Downstream","DSH",77.8,564.55,58.9,9.04,11.25,7.395,16.1,10.548634375,31.83586653,0.18315,16.35,193.4,2200
"01DRFA20.DSH","Perlidae",0.5,"prd",1,2,2020-09-18,2020,"Fall","Downstream","DSH",77.8,564.55,58.9,9.04,11.25,7.395,16.1,10.548634375,31.83586653,0.18315,16.35,193.4,2200
"01DRFA20.DSH","Philopotamidae",0.5,"cf",141,282,2020-09-18,2020,"Fall","Downstream","DSH",77.8,564.55,58.9,9.04,11.25,7.395,16.1,10.548634375,31.83586653,0.18315,16.35,193.4,2200
"01DRFA20.DSH","Planorbidae",0.5,"scr",3,6,2020-09-18,2020,"Fall","Downstream","DSH",77.8,564.55,58.9,9.04,11.25,7.395,16.1,10.548634375,31.83586653,0.18315,16.35,193.4,2200
"01DRFA20.DSH","Psephenidae",0.5,"scr",3,6,2020-09-18,2020,"Fall","Downstream","DSH",77.8,564.55,58.9,9.04,11.25,7.395,16.1,10.548634375,31.83586653,0.18315,16.35,193.4,2200
"01DRFA20.DSH","waterMites",0.5,"prd",2,4,2020-09-18,2020,"Fall","Downstream","DSH",77.8,564.55,58.9,9.04,11.25,7.395,16.1,10.548634375,31.83586653,0.18315,16.35,193.4,2200
"01DRFA20.DSP","Apataniidae",0.5,"scr",3,6,2020-09-18,2020,"Fall","Downstream","DSP",77.8,564.55,58.9,9.04,11.5,7.465,15.95,10.612582645,152.74447065,0,12.4,193.25,2200
"01DRFA20.DSP","Baetidae",0.5,"cg",1,2,2020-09-18,2020,"Fall","Downstream","DSP",77.8,564.55,58.9,9.04,11.5,7.465,15.95,10.612582645,152.74447065,0,12.4,193.25,2200
"01DRFA20.DSP","Chironomidae",0.5,"cg",137,274,2020-09-18,2020,"Fall","Downstream","DSP",77.8,564.55,58.9,9.04,11.5,7.465,15.95,10.612582645,152.74447065,0,12.4,193.25,2200
"01DRFA20.DSP","Corydalidae",0.5,"prd",1,2,2020-09-18,2020,"Fall","Downstream","DSP",77.8,564.55,58.9,9.04,11.5,7.465,15.95,10.612582645,152.74447065,0,12.4,193.25,2200
"01DRFA20.DSP","Elmidae",0.5,"scr",31,62,2020-09-18,2020,"Fall","Downstream","DSP",77.8,564.55,58.9,9.04,11.5,7.465,15.95,10.612582645,152.74447065,0,12.4,193.25,2200
"01DRFA20.DSP","Ephemerellidae",0.5,"cg",2,4,2020-09-18,2020,"Fall","Downstream","DSP",77.8,564.55,58.9,9.04,11.5,7.465,15.95,10.612582645,152.74447065,0,12.4,193.25,2200
"01DRFA20.DSP","Heptageniidae-cg",0.5,"cg",26,52,2020-09-18,2020,"Fall","Downstream","DSP",77.8,564.55,58.9,9.04,11.5,7.465,15.95,10.612582645,152.74447065,0,12.4,193.25,2200
"01DRFA20.DSP","Heptageniidae-scr",0.5,"scr",83,166,2020-09-18,2020,"Fall","Downstream","DSP",77.8,564.55,58.9,9.04,11.5,7.465,15.95,10.612582645,152.74447065,0,12.4,193.25,2200
"01DRFA20.DSP","Hydropsychidae",0.5,"cf",105,210,2020-09-18,2020,"Fall","Downstream","DSP",77.8,564.55,58.9,9.04,11.5,7.465,15.95,10.612582645,152.74447065,0,12.4,193.25,2200
"01DRFA20.DSP","Isonychiidae",0.5,"cf",17,34,2020-09-18,2020,"Fall","Downstream","DSP",77.8,564.55,58.9,9.04,11.5,7.465,15.95,10.612582645,152.74447065,0,12.4,193.25,2200
"01DRFA20.DSP","Leptoceridae",0.5,"cg",3,6,2020-09-18,2020,"Fall","Downstream","DSP",77.8,564.55,58.9,9.04,11.5,7.465,15.95,10.612582645,152.74447065,0,12.4,193.25,2200
"01DRFA20.DSP","Limnephilidae",0.5,"sh",1,2,2020-09-18,2020,"Fall","Downstream","DSP",77.8,564.55,58.9,9.04,11.5,7.465,15.95,10.612582645,152.74447065,0,12.4,193.25,2200
"01DRFA20.DSP","Limoniidae",0.5,"cg",4,8,2020-09-18,2020,"Fall","Downstream","DSP",77.8,564.55,58.9,9.04,11.5,7.465,15.95,10.612582645,152.74447065,0,12.4,193.25,2200
"01DRFA20.DSP","Nematomorpha",0.5,"prd",1,2,2020-09-18,2020,"Fall","Downstream","DSP",77.8,564.55,58.9,9.04,11.5,7.465,15.95,10.612582645,152.74447065,0,12.4,193.25,2200
"01DRFA20.DSP","Perlidae",0.5,"prd",3,6,2020-09-18,2020,"Fall","Downstream","DSP",77.8,564.55,58.9,9.04,11.5,7.465,15.95,10.612582645,152.74447065,0,12.4,193.25,2200
"01DRFA20.DSP","Philopotamidae",0.5,"cf",46,92,2020-09-18,2020,"Fall","Downstream","DSP",77.8,564.55,58.9,9.04,11.5,7.465,15.95,10.612582645,152.74447065,0,12.4,193.25,2200
"01DRFA20.DSP","Planorbidae",0.5,"scr",5,10,2020-09-18,2020,"Fall","Downstream","DSP",77.8,564.55,58.9,9.04,11.5,7.465,15.95,10.612582645,152.74447065,0,12.4,193.25,2200
"01DRFA20.DSP","Polycentropodidae",0.5,"cf",2,4,2020-09-18,2020,"Fall","Downstream","DSP",77.8,564.55,58.9,9.04,11.5,7.465,15.95,10.612582645,152.74447065,0,12.4,193.25,2200
"01DRFA20.DSP","Psephenidae",0.5,"scr",3,6,2020-09-18,2020,"Fall","Downstream","DSP",77.8,564.55,58.9,9.04,11.5,7.465,15.95,10.612582645,152.74447065,0,12.4,193.25,2200
